N,P,K,temperature,humidity,ph,rainfall,label
28,48,39,28.94,60.73,6.3,843.15,groundnut
24,30,49,28.03,57.81,5.88,568.62,groundnut
59,65,30,33.92,64.38,6.14,642.87,groundnut
36,60,20,26.98,58.63,6.33,528.62,groundnut
23,57,24,34.89,54.87,5.54,781.81,groundnut
22,38,49,29.79,60.02,5.65,857.38,groundnut
65,40,52,33.63,58.53,6.64,800.11,groundnut
70,64,47,27.12,60.74,7.0,852.19,groundnut
47,47,22,28.47,75.56,6.86,710.59,groundnut
46,66,31,28.92,76.1,6.26,924.86,groundnut
27,34,51,28.08,73.33,6.48,918.22,groundnut
78,68,29,31.19,71.18,5.81,910.14,groundnut
51,64,39,32.47,75.14,5.8,762.92,groundnut
63,42,41,32.65,72.55,6.59,808.18,groundnut
25,48,41,25.89,73.93,6.68,898.89,groundnut
67,59,48,26.77,73.27,6.81,672.82,groundnut
25,36,27,34.24,54.42,6.84,616.42,groundnut
36,47,42,32.27,54.11,6.91,605.24,groundnut
32,69,31,31.79,53.46,6.85,754.39,groundnut
26,39,52,32.91,53.81,6.56,993.74,groundnut
29,63,57,29.97,56.28,6.31,875.65,groundnut
41,35,50,34.3,66.43,6.56,610.02,groundnut
80,59,44,26.18,65.1,6.03,936.61,groundnut
39,42,34,29.96,63.06,6.11,736.1,groundnut
27,64,33,31.8,68.42,5.85,927.69,groundnut
27,56,40,30.66,51.17,6.61,915.63,groundnut
26,45,41,33.98,54.75,5.53,987.65,groundnut
76,31,21,33.2,79.87,5.59,561.45,groundnut
66,65,43,30.83,60.11,5.62,720.85,groundnut
39,49,45,28.6,55.0,6.81,595.86,groundnut
47,49,52,30.29,74.23,6.17,827.97,groundnut
80,61,20,29.32,68.87,5.68,575.77,groundnut
28,64,52,26.45,57.12,5.93,788.71,groundnut
57,64,55,26.0,65.21,6.94,792.86,groundnut
45,65,45,26.56,66.76,6.63,859.99,groundnut
54,58,59,32.6,78.93,6.79,529.26,groundnut
29,32,34,32.18,74.9,6.42,974.93,groundnut
53,47,56,27.13,74.41,5.79,969.55,groundnut
66,54,26,28.91,55.67,5.82,576.54,groundnut
73,44,35,33.89,69.67,6.68,564.0,groundnut
35,43,47,27.05,77.89,6.0,912.79,groundnut
73,39,52,28.9,52.35,5.53,788.66,groundnut
27,65,42,28.32,79.48,6.65,550.31,groundnut
25,36,34,29.16,59.33,6.72,544.82,groundnut
74,64,35,25.33,58.6,5.66,594.64,groundnut
25,36,22,28.67,55.96,6.63,845.41,groundnut
52,43,26,31.1,72.9,6.9,717.55,groundnut
54,67,46,32.72,65.45,6.09,646.37,groundnut
32,37,33,33.24,76.41,6.55,848.53,groundnut
75,33,44,33.81,62.39,5.77,686.89,groundnut
29,60,55,30.97,64.99,6.04,974.91,groundnut
51,38,44,29.77,59.15,5.81,732.63,groundnut
37,33,21,28.29,69.77,6.6,626.18,groundnut
22,62,23,27.3,57.16,6.37,923.2,groundnut
80,42,34,25.09,61.94,5.63,789.85,groundnut
67,33,57,25.13,72.22,6.21,578.99,groundnut
25,57,26,25.45,66.32,5.59,772.37,groundnut
29,63,50,33.8,57.01,6.33,999.9,groundnut
30,59,39,33.29,57.08,5.74,665.39,groundnut
53,56,44,29.83,50.13,6.51,804.85,groundnut
48,45,42,32.57,77.91,6.33,648.05,groundnut
75,68,31,27.79,56.36,6.24,718.67,groundnut
63,57,54,33.81,73.04,6.97,886.38,groundnut
76,65,42,27.26,52.64,5.58,708.8,groundnut
70,58,53,31.48,63.02,6.04,532.16,groundnut
25,52,34,28.6,67.22,6.88,539.48,groundnut
27,56,36,28.83,76.13,6.16,949.36,groundnut
40,37,45,30.87,78.31,6.16,638.16,groundnut
38,46,56,31.81,50.74,6.93,763.63,groundnut
69,66,31,30.38,67.48,6.4,761.37,groundnut
30,42,52,28.17,66.76,6.53,773.33,groundnut
39,70,59,33.13,60.09,6.04,638.0,groundnut
76,34,46,29.09,65.06,6.37,984.93,groundnut
68,53,56,32.93,51.71,6.56,804.8,groundnut
50,55,35,32.86,68.26,6.07,750.27,groundnut
42,51,56,26.96,66.32,6.93,970.02,groundnut
76,66,37,30.51,52.16,6.79,618.25,groundnut
32,62,45,32.04,68.78,6.85,701.51,groundnut
32,48,27,34.31,60.62,5.85,827.25,groundnut
67,59,53,30.74,54.92,6.07,848.49,groundnut
46,66,41,26.51,78.26,5.66,678.01,groundnut
66,31,39,27.94,53.21,6.4,554.87,groundnut
79,32,53,30.66,70.36,6.73,719.94,groundnut
48,66,27,34.03,66.45,6.87,815.93,groundnut
66,61,45,27.98,73.18,6.2,784.2,groundnut
23,47,29,27.28,58.77,6.08,832.71,groundnut
76,53,49,31.08,72.69,5.58,940.4,groundnut
44,54,33,25.96,70.01,5.52,725.27,groundnut
76,54,45,33.05,77.88,6.56,929.77,groundnut
54,62,41,26.7,76.52,6.06,603.9,groundnut
22,44,28,26.37,70.21,5.98,608.54,groundnut
78,36,37,34.48,69.06,5.52,908.78,groundnut
75,59,25,34.94,64.54,6.06,992.09,groundnut
64,60,27,34.34,75.06,6.98,626.66,groundnut
76,38,34,30.88,68.41,5.68,715.87,groundnut
70,50,21,28.92,51.04,5.77,627.1,groundnut
23,47,32,30.04,58.83,5.5,885.91,groundnut
58,32,34,26.94,75.38,6.9,929.36,groundnut
80,50,37,26.85,69.08,5.54,762.09,groundnut
52,55,32,26.34,57.36,6.72,934.15,groundnut
23,57,59,31.06,71.88,6.51,667.9,groundnut
79,62,24,31.17,74.94,5.65,850.0,groundnut
66,56,47,31.56,78.47,5.78,927.24,groundnut
27,58,34,26.46,65.97,6.7,927.67,groundnut
65,52,40,27.22,66.3,6.49,539.23,groundnut
66,55,34,27.3,50.77,6.82,739.3,groundnut
45,30,40,25.77,60.66,6.07,837.06,groundnut
36,66,27,29.54,72.95,6.91,616.24,groundnut
72,67,32,31.4,54.76,6.84,534.04,groundnut
54,37,26,29.17,69.95,6.15,960.17,groundnut
58,68,51,28.5,66.44,6.41,820.17,groundnut
63,60,41,33.1,62.98,6.59,566.45,groundnut
73,59,49,34.95,66.63,6.8,992.69,groundnut
69,57,41,27.35,64.57,6.91,733.48,groundnut
30,31,41,31.5,71.09,5.96,676.58,groundnut
48,56,32,34.34,62.14,5.88,952.03,groundnut
77,38,37,33.52,67.37,5.76,827.44,groundnut
30,36,34,26.36,56.6,5.56,752.48,groundnut
62,37,56,28.11,54.95,5.77,573.46,groundnut
27,57,52,32.03,63.25,5.54,831.71,groundnut
70,65,54,30.81,72.5,6.19,534.39,groundnut
63,69,45,29.0,67.87,6.7,697.71,groundnut
71,42,26,27.01,74.89,6.12,766.43,groundnut
63,40,38,34.97,62.39,6.67,545.58,groundnut
42,50,54,34.28,52.83,6.92,703.91,groundnut
52,49,48,27.28,57.72,5.72,825.07,groundnut
36,56,20,25.49,71.13,5.8,765.93,groundnut
44,61,30,26.75,77.81,6.72,791.05,groundnut
49,63,25,34.9,77.0,6.72,710.45,groundnut
77,62,51,29.66,54.05,5.93,779.32,groundnut
47,42,56,33.37,60.73,6.76,585.82,groundnut
36,51,27,32.37,68.74,6.55,582.01,groundnut
35,48,55,25.03,63.45,6.74,562.05,groundnut
30,56,26,32.17,74.44,6.04,598.43,groundnut
52,34,34,33.55,58.56,5.86,516.48,groundnut
29,50,21,32.3,60.91,6.99,560.81,groundnut
70,46,54,33.57,68.2,6.33,927.95,groundnut
44,60,49,29.08,51.66,5.74,904.96,groundnut
37,40,53,32.73,56.31,5.74,865.02,groundnut
41,44,20,32.98,59.14,6.02,760.28,groundnut
21,64,57,33.27,58.07,6.93,705.59,groundnut
49,52,40,31.17,60.37,6.64,643.58,groundnut
71,50,29,34.87,76.25,6.41,531.01,groundnut
55,63,56,26.97,63.2,6.39,794.25,groundnut
140,54,149,19.55,66.26,6.08,1003.76,potato
115,83,139,16.1,71.12,6.08,794.74,potato
89,58,87,18.05,61.07,5.37,938.18,potato
122,45,98,16.57,63.28,5.81,879.1,potato
108,82,81,17.84,66.64,5.7,931.59,potato
137,85,96,19.04,64.83,6.4,871.77,potato
145,58,95,17.35,67.2,5.72,993.32,potato
114,75,101,15.95,69.62,5.42,833.89,potato
133,92,146,16.04,78.56,5.24,1084.96,potato
129,58,114,18.16,73.85,6.4,801.43,potato
139,80,104,16.09,74.17,5.63,1158.21,potato
107,58,94,17.97,70.93,5.33,1110.58,potato
111,65,91,15.41,76.26,6.02,919.05,potato
116,40,123,19.93,75.18,5.25,903.64,potato
106,59,117,17.15,74.95,5.95,1117.81,potato
123,56,133,16.37,67.78,5.99,940.53,potato
139,42,127,18.0,63.53,5.4,821.78,potato
128,48,129,17.73,66.68,6.47,1101.2,potato
92,66,130,15.62,61.33,5.76,1046.42,potato
125,56,94,17.42,71.25,6.08,1175.7,potato
146,83,96,17.64,62.09,6.21,852.24,potato
139,91,124,17.46,72.62,5.27,759.56,potato
126,97,107,19.07,60.14,5.93,884.65,potato
83,92,84,15.91,69.83,6.24,886.28,potato
127,40,144,19.62,70.75,5.49,1079.18,potato
103,71,128,19.02,65.53,6.07,906.65,potato
94,68,91,16.37,61.01,5.9,911.04,potato
126,45,142,17.21,70.51,6.21,1040.33,potato
108,94,97,15.65,79.93,6.14,1000.31,potato
137,83,111,18.15,71.41,5.99,1175.89,potato
112,43,97,15.21,62.73,5.75,1189.14,potato
88,82,104,16.73,64.72,5.99,1014.28,potato
105,73,110,19.62,64.45,5.29,1046.67,potato
106,80,139,18.02,63.49,5.72,1097.97,potato
140,48,101,16.12,64.24,5.22,980.88,potato
103,65,144,18.27,79.16,6.45,1173.63,potato
137,45,89,16.8,66.94,5.4,999.7,potato
132,94,119,17.26,64.63,5.3,995.84,potato
84,59,123,15.97,63.11,5.54,903.64,potato
82,41,116,15.2,69.7,5.48,785.66,potato
94,47,140,18.86,79.26,5.58,1107.17,potato
83,89,115,15.04,72.63,6.39,880.07,potato
127,74,105,16.21,66.15,5.19,936.07,potato
91,67,127,16.31,69.29,5.91,1015.72,potato
84,75,121,16.47,76.52,6.03,827.92,potato
122,69,124,15.34,64.92,5.23,900.12,potato
116,94,136,19.95,63.81,5.53,915.63,potato
144,89,141,19.41,68.67,5.98,1008.17,potato
131,80,96,19.27,66.23,5.01,837.88,potato
134,42,114,16.73,61.05,5.4,1000.55,potato
130,79,132,18.19,69.42,6.02,851.57,potato
93,49,123,17.69,60.49,5.63,1172.09,potato
142,44,139,19.32,74.51,5.8,759.35,potato
125,43,141,17.27,67.22,6.07,1005.29,potato
146,41,81,15.93,75.93,5.77,1197.8,potato
86,99,123,19.53,72.79,6.16,1174.21,potato
129,69,112,15.54,65.1,6.21,934.86,potato
93,72,121,16.26,69.04,5.37,1081.89,potato
112,55,132,16.66,67.05,5.35,895.37,potato
82,78,145,15.45,70.64,5.33,878.33,potato
91,65,123,19.03,79.89,5.92,796.77,potato
141,70,100,17.69,62.23,5.98,1053.65,potato
131,76,88,16.14,65.96,5.14,972.12,potato
116,57,117,15.07,70.15,5.17,1121.79,potato
121,88,109,17.95,69.06,5.07,933.15,potato
105,94,138,15.11,61.73,6.11,857.95,potato
105,79,91,17.76,77.2,6.22,776.63,potato
96,88,140,16.73,76.41,5.39,1171.3,potato
150,75,118,17.59,68.87,6.38,1031.42,potato
105,52,92,15.19,67.27,6.38,1096.21,potato
106,42,125,18.05,70.63,5.14,834.12,potato
94,52,104,15.0,67.15,6.08,1163.31,potato
133,68,118,17.0,71.68,5.68,1173.19,potato
126,99,122,19.82,72.29,6.01,1137.23,potato
96,44,93,16.85,60.26,6.2,792.8,potato
90,67,150,19.56,72.0,6.28,1063.45,potato
146,56,82,16.12,71.13,6.3,822.49,potato
126,73,130,19.4,66.65,5.16,985.57,potato
149,50,114,17.87,66.54,6.41,971.61,potato
104,88,99,19.61,63.02,5.08,987.99,potato
100,44,91,19.14,76.98,5.79,909.99,potato
130,72,133,17.6,70.69,6.24,1091.0,potato
109,88,143,18.73,67.98,5.69,1132.23,potato
96,83,114,15.59,77.53,6.04,1067.71,potato
123,60,104,18.83,74.8,5.1,1029.52,potato
104,70,134,18.09,76.13,6.2,971.58,potato
96,57,104,15.66,76.7,5.65,988.07,potato
101,43,130,16.21,67.69,5.02,868.72,potato
96,82,133,15.99,64.61,5.83,1117.04,potato
110,66,83,15.06,76.3,5.44,1062.15,potato
94,76,122,19.4,70.0,5.09,1032.22,potato
88,70,133,17.08,66.61,6.07,925.58,potato
110,67,117,16.84,60.44,6.26,1025.85,potato
95,52,121,19.3,73.87,6.41,770.06,potato
81,45,127,15.89,63.22,5.82,772.93,potato
105,73,118,16.55,63.32,5.14,986.4,potato
148,96,102,15.15,79.52,5.86,990.93,potato
132,62,107,18.62,77.29,5.27,954.42,potato
143,76,117,16.61,79.93,5.36,1167.46,potato
142,89,137,19.2,66.68,5.63,902.6,potato
144,44,142,15.62,77.18,5.03,767.51,potato
110,55,145,16.12,62.93,5.51,1198.99,potato
87,72,141,17.75,74.82,5.91,940.89,potato
118,69,89,19.2,79.6,5.1,844.26,potato
146,57,142,18.1,68.62,5.3,1076.26,potato
130,97,92,16.98,77.84,6.1,884.55,potato
133,80,143,15.61,60.99,5.31,946.26,potato
81,59,81,17.66,76.83,5.75,1152.37,potato
150,59,135,19.79,67.12,5.06,808.95,potato
120,55,101,16.46,63.16,5.56,836.25,potato
142,84,86,16.86,71.82,5.35,1003.85,potato
104,49,123,17.21,71.41,5.73,1141.25,potato
93,51,85,18.2,74.82,5.73,813.96,potato
85,74,81,16.68,61.89,5.14,869.07,potato
82,60,114,18.04,78.39,6.38,1114.2,potato
120,67,112,19.05,66.13,5.05,818.81,potato
86,91,99,15.52,64.79,5.56,981.28,potato
145,100,125,17.93,79.1,5.64,1047.33,potato
136,51,97,18.63,67.25,6.11,1128.36,potato
126,74,97,16.49,78.67,6.08,759.52,potato
112,67,92,15.83,71.7,6.01,751.63,potato
89,97,110,18.3,64.24,6.2,837.59,potato
92,46,135,15.34,64.35,5.22,950.2,potato
125,53,123,18.38,64.67,5.83,1096.76,potato
84,92,104,15.64,68.88,6.04,772.55,potato
135,57,102,15.78,74.9,6.38,999.91,potato
132,93,120,15.06,68.74,6.26,1172.83,potato
93,70,124,15.23,74.81,5.55,1022.6,potato
117,89,121,17.91,75.92,5.64,815.32,potato
115,74,149,19.41,61.32,6.09,923.95,potato
103,75,122,16.22,64.51,5.23,1134.14,potato
121,74,149,19.94,74.92,5.28,775.15,potato
89,79,131,18.7,69.37,5.9,1197.01,potato
147,63,107,18.45,62.93,5.57,868.14,potato
84,91,119,17.3,78.43,6.28,945.84,potato
148,97,134,19.38,71.87,5.13,1106.76,potato
136,90,89,19.66,75.11,5.4,1029.66,potato
110,70,124,17.28,71.33,6.02,887.84,potato
92,46,103,16.53,64.69,5.07,857.65,potato
112,60,117,19.05,77.25,5.68,886.73,potato
150,67,102,15.05,65.85,5.93,1148.91,potato
106,54,142,19.15,60.25,6.17,942.03,potato
132,98,101,18.77,65.27,5.93,899.26,potato
145,61,133,17.66,74.06,6.06,1179.47,potato
120,44,120,18.59,68.96,5.04,1095.87,potato
109,94,110,16.45,78.36,6.26,964.75,potato
143,72,95,18.74,62.9,5.28,980.82,potato
102,79,113,19.95,62.07,6.33,814.29,potato
150,90,128,16.24,77.91,5.77,966.68,potato
131,58,124,18.86,75.21,5.2,914.07,potato
87,33,59,24.49,84.13,6.3,1189.32,sweet_potato
54,60,52,29.18,84.97,6.08,922.95,sweet_potato
57,50,85,29.88,75.64,6.48,1461.46,sweet_potato
88,76,104,21.99,64.6,5.72,1001.51,sweet_potato
118,41,61,25.19,63.54,6.43,1325.21,sweet_potato
105,77,96,25.25,75.32,6.43,1225.89,sweet_potato
98,35,52,20.27,65.87,5.99,1379.34,sweet_potato
83,52,59,21.82,71.32,5.58,1435.1,sweet_potato
108,41,119,23.39,85.8,5.55,1303.09,sweet_potato
56,43,98,28.81,80.76,6.04,1144.84,sweet_potato
79,36,67,26.88,87.5,6.02,1250.76,sweet_potato
114,59,68,24.31,76.0,6.4,1010.08,sweet_potato
75,46,110,25.95,60.29,6.45,785.26,sweet_potato
93,46,109,28.66,70.87,5.55,866.0,sweet_potato
119,52,103,26.43,63.69,6.13,872.64,sweet_potato
76,65,112,25.75,70.42,5.71,1466.72,sweet_potato
97,37,93,28.04,73.88,6.32,1226.02,sweet_potato
89,67,84,25.23,64.57,6.4,1411.19,sweet_potato
119,48,120,24.51,71.75,5.64,958.05,sweet_potato
118,68,88,23.97,66.31,6.26,904.37,sweet_potato
90,73,93,29.72,65.83,6.45,1483.27,sweet_potato
51,32,105,22.73,63.91,5.72,1184.53,sweet_potato
117,57,101,23.67,77.68,5.85,1026.51,sweet_potato
78,34,83,20.45,89.22,5.78,1228.2,sweet_potato
87,53,52,20.15,63.26,6.15,1169.99,sweet_potato
99,72,93,28.98,62.95,6.37,1243.46,sweet_potato
100,43,85,21.97,82.85,6.46,1176.79,sweet_potato
60,49,77,29.1,86.11,6.36,1203.61,sweet_potato
117,72,92,27.12,63.24,6.19,936.76,sweet_potato
120,50,119,27.0,73.56,5.94,907.06,sweet_potato
57,32,59,28.37,72.37,5.7,1133.82,sweet_potato
112,53,80,22.07,80.53,6.16,916.35,sweet_potato
85,55,53,20.15,65.08,6.38,1162.34,sweet_potato
56,51,110,22.03,74.12,6.38,1217.0,sweet_potato
89,51,88,23.18,63.47,5.55,1254.95,sweet_potato
81,63,73,21.18,65.98,6.24,876.06,sweet_potato
95,34,70,29.78,88.25,5.95,1329.45,sweet_potato
87,34,82,25.74,76.63,5.69,1033.43,sweet_potato
75,61,109,29.81,72.93,5.62,1316.63,sweet_potato
84,38,66,29.1,81.58,6.02,809.15,sweet_potato
89,65,67,21.38,89.5,5.64,1020.21,sweet_potato
111,40,97,22.12,66.68,5.86,810.0,sweet_potato
70,70,85,22.73,84.41,6.36,1278.51,sweet_potato
98,43,107,20.36,68.55,5.6,1368.41,sweet_potato
105,55,73,22.52,70.65,5.98,1117.34,sweet_potato
81,78,55,20.69,61.17,6.01,1029.17,sweet_potato
104,68,70,22.08,70.17,5.81,788.53,sweet_potato
109,43,54,27.94,70.47,6.27,1428.06,sweet_potato
98,66,102,28.32,80.44,5.67,865.15,sweet_potato
99,42,116,29.81,78.43,5.58,1428.63,sweet_potato
72,61,99,23.79,82.62,5.62,867.05,sweet_potato
107,56,73,29.68,79.2,5.61,1021.88,sweet_potato
71,31,50,20.21,78.94,6.14,1150.9,sweet_potato
116,45,103,23.42,69.28,6.03,897.05,sweet_potato
59,75,119,29.87,85.4,6.22,919.18,sweet_potato
69,60,62,22.01,82.38,5.57,1011.11,sweet_potato
106,69,80,20.73,86.74,5.62,1389.05,sweet_potato
104,77,74,21.93,65.13,5.64,1017.6,sweet_potato
82,52,89,27.3,78.75,5.79,894.33,sweet_potato
114,75,92,21.68,77.46,6.07,841.18,sweet_potato
56,78,90,24.95,86.02,6.08,1221.78,sweet_potato
67,59,78,21.3,78.85,5.52,868.01,sweet_potato
80,33,81,24.85,83.2,6.43,977.97,sweet_potato
118,54,115,24.89,84.08,5.87,1117.39,sweet_potato
57,32,82,24.52,63.77,6.41,990.53,sweet_potato
72,65,83,24.66,88.49,6.32,1004.77,sweet_potato
86,66,53,21.87,71.31,5.89,1432.26,sweet_potato
81,59,113,20.26,69.34,5.64,1313.01,sweet_potato
105,68,105,22.36,81.8,6.15,1398.77,sweet_potato
105,57,54,23.66,69.83,6.42,887.17,sweet_potato
82,72,66,27.27,89.64,6.33,841.39,sweet_potato
110,52,79,29.29,75.16,5.7,1494.44,sweet_potato
63,44,113,29.01,86.82,6.36,856.0,sweet_potato
88,64,77,21.3,82.77,6.21,1321.77,sweet_potato
69,31,79,29.68,69.23,6.48,821.49,sweet_potato
95,78,103,25.51,60.27,5.92,1385.28,sweet_potato
68,36,72,28.69,83.49,6.21,1439.29,sweet_potato
69,70,51,22.83,88.44,5.6,1142.88,sweet_potato
84,38,107,22.54,87.8,6.12,860.44,sweet_potato
115,48,62,24.73,72.74,6.12,1208.48,sweet_potato
99,69,110,28.82,63.52,5.69,1245.17,sweet_potato
119,60,70,29.36,74.36,5.72,940.34,sweet_potato
83,50,110,26.44,82.21,6.06,1385.44,sweet_potato
61,67,73,24.02,70.36,5.67,1210.5,sweet_potato
90,61,110,23.85,67.27,5.87,788.2,sweet_potato
69,40,107,23.04,87.69,6.22,784.89,sweet_potato
61,54,113,26.98,83.22,5.53,1144.08,sweet_potato
101,59,110,22.82,61.5,5.96,1158.88,sweet_potato
109,68,52,29.25,86.11,6.02,754.43,sweet_potato
71,73,72,29.06,61.5,5.62,886.68,sweet_potato
73,73,95,27.93,86.03,6.26,1132.9,sweet_potato
75,33,55,24.37,67.99,6.31,1406.31,sweet_potato
64,46,96,27.67,82.24,5.5,1252.01,sweet_potato
54,67,72,23.24,83.12,5.72,1275.41,sweet_potato
83,72,62,24.86,77.87,5.85,1295.93,sweet_potato
76,63,79,28.9,71.74,6.23,1079.9,sweet_potato
108,69,105,22.84,72.95,6.08,1168.19,sweet_potato
57,36,106,22.04,66.31,5.82,1373.06,sweet_potato
109,43,94,25.41,89.48,5.92,1330.95,sweet_potato
96,62,52,27.15,74.13,6.22,768.13,sweet_potato
105,66,63,24.51,71.61,6.28,1251.2,sweet_potato
108,50,62,21.2,81.43,6.19,919.79,sweet_potato
81,55,96,23.93,65.34,5.78,997.22,sweet_potato
66,60,72,21.75,82.91,5.86,1026.78,sweet_potato
103,73,96,21.51,60.22,6.33,1377.68,sweet_potato
93,78,117,25.86,87.49,5.73,931.89,sweet_potato
103,77,94,23.55,72.48,5.75,1191.13,sweet_potato
99,42,98,26.05,70.1,6.0,1042.77,sweet_potato
55,76,119,28.53,75.22,5.92,816.82,sweet_potato
92,73,105,24.35,80.38,6.28,1255.79,sweet_potato
57,57,117,21.8,84.08,5.87,1219.75,sweet_potato
109,46,77,29.35,68.3,5.54,1461.29,sweet_potato
58,51,112,20.43,76.35,6.05,1426.78,sweet_potato
85,79,85,21.58,62.4,6.16,1020.83,sweet_potato
101,62,119,23.05,69.37,6.01,958.5,sweet_potato
91,42,113,23.0,62.11,6.09,1304.21,sweet_potato
117,35,97,21.65,71.33,6.2,770.69,sweet_potato
92,70,52,23.13,71.36,5.94,940.13,sweet_potato
78,36,60,23.15,82.53,6.49,1247.32,sweet_potato
69,79,104,27.68,74.04,5.68,945.91,sweet_potato
90,72,75,23.5,73.81,6.24,1374.14,sweet_potato
80,38,98,24.61,85.63,6.41,1428.36,sweet_potato
117,69,78,23.71,84.39,6.04,813.27,sweet_potato
86,39,88,24.74,84.34,6.23,829.81,sweet_potato
63,78,86,29.79,85.25,5.52,813.71,sweet_potato
104,67,104,21.05,75.17,5.93,1366.41,sweet_potato
61,60,91,28.48,76.43,5.89,872.98,sweet_potato
63,43,115,29.07,71.48,6.33,1213.37,sweet_potato
75,48,116,24.05,87.5,5.66,769.65,sweet_potato
95,36,55,23.45,87.69,5.53,842.49,sweet_potato
61,63,71,23.63,87.93,6.36,871.94,sweet_potato
60,50,112,29.01,87.6,6.15,1061.78,sweet_potato
63,68,88,29.45,77.55,5.59,852.44,sweet_potato
86,57,75,23.03,69.61,5.84,830.01,sweet_potato
64,49,98,27.67,69.53,6.03,1159.69,sweet_potato
84,68,69,28.57,80.63,6.08,1441.45,sweet_potato
102,61,63,27.32,66.43,5.57,1362.48,sweet_potato
118,78,104,24.57,82.88,5.56,1060.66,sweet_potato
115,58,94,24.6,61.61,6.49,1395.78,sweet_potato
103,30,120,22.71,78.15,5.71,913.88,sweet_potato
75,38,95,22.66,75.43,5.63,1345.76,sweet_potato
72,67,84,23.68,62.04,5.55,1272.66,sweet_potato
69,78,111,20.68,66.45,5.99,929.54,sweet_potato
69,53,87,26.13,69.15,5.89,907.14,sweet_potato
102,46,113,28.22,71.29,6.47,822.12,sweet_potato
77,79,62,24.54,66.53,5.95,1040.67,sweet_potato
71,33,93,21.72,72.59,6.35,875.38,sweet_potato
65,53,97,23.34,79.87,6.43,947.54,sweet_potato
52,74,53,22.97,80.66,6.49,1475.77,sweet_potato
74,42,85,24.1,65.53,5.74,784.64,sweet_potato
121,68,134,29.65,81.69,6.77,1544.07,cassava
78,60,81,33.29,72.91,4.95,1248.4,cassava
94,44,141,26.55,70.97,4.85,1925.88,cassava
117,33,77,30.87,85.92,5.23,1360.43,cassava
94,74,73,33.86,78.84,7.54,1383.8,cassava
77,44,66,25.37,93.82,7.55,1275.88,cassava
134,38,92,31.68,76.83,7.43,1297.64,cassava
89,45,68,29.21,92.3,6.85,1646.28,cassava
133,46,75,34.31,89.15,5.51,1205.37,cassava
139,45,92,34.09,91.05,5.87,1116.27,cassava
74,32,109,30.84,85.09,6.41,1167.7,cassava
67,63,100,31.33,82.46,6.0,1661.84,cassava
127,80,62,32.61,75.82,6.78,1593.31,cassava
136,74,71,34.35,84.57,4.89,1288.47,cassava
73,59,101,33.83,77.46,6.88,1854.27,cassava
111,72,82,32.94,85.95,6.02,1661.14,cassava
72,47,88,30.85,88.08,6.32,1003.24,cassava
87,74,78,28.83,88.99,4.58,1920.42,cassava
70,54,146,29.03,94.43,6.02,1500.82,cassava
102,59,89,34.54,88.82,7.76,1925.09,cassava
117,40,146,27.04,70.73,4.84,1970.81,cassava
103,69,143,29.82,89.25,5.23,1326.35,cassava
66,64,61,34.16,80.36,7.03,1554.62,cassava
92,65,94,30.84,81.46,7.25,1711.73,cassava
87,76,136,29.45,74.0,7.96,1033.41,cassava
82,35,84,32.89,72.79,7.76,1481.67,cassava
104,79,74,32.13,79.33,4.82,1800.94,cassava
128,50,117,26.82,90.78,5.03,1312.08,cassava
93,38,134,30.56,82.55,6.2,1507.3,cassava
114,64,66,29.32,74.6,6.33,1885.04,cassava
61,43,112,27.15,72.7,6.14,1053.39,cassava
113,56,63,28.27,78.44,6.01,1723.3,cassava
108,80,119,27.21,91.15,5.4,1008.89,cassava
80,75,137,26.34,70.94,4.75,1479.69,cassava
112,70,66,26.69,93.51,4.96,1041.81,cassava
104,77,113,32.86,87.75,5.6,1908.76,cassava
138,75,126,29.46,74.62,5.38,1227.74,cassava
97,67,140,33.05,82.74,7.35,1363.69,cassava
104,45,83,33.69,70.62,6.32,1800.64,cassava
121,63,133,26.72,81.92,7.21,1453.22,cassava
104,70,99,30.58,73.34,6.62,1354.78,cassava
66,49,122,26.58,70.61,5.6,1343.24,cassava
72,68,139,34.25,94.35,5.31,1510.49,cassava
115,40,129,34.46,92.44,7.21,1485.6,cassava
75,77,149,32.51,85.4,7.31,1968.73,cassava
102,42,103,30.79,74.27,6.06,1443.18,cassava
78,76,131,25.17,88.97,7.78,1895.27,cassava
73,79,134,34.35,92.57,6.36,1493.9,cassava
117,43,116,30.61,87.52,4.95,1521.5,cassava
74,69,79,27.51,71.16,6.97,1769.24,cassava
74,74,118,34.12,88.66,7.18,1043.35,cassava
131,66,104,27.86,89.44,7.17,1390.5,cassava
110,48,63,28.26,78.68,5.83,1205.76,cassava
81,65,69,27.95,78.59,5.84,1517.42,cassava
118,43,99,25.82,80.33,7.53,1136.04,cassava
120,42,69,31.67,84.99,6.79,1270.21,cassava
110,65,127,28.5,75.56,7.75,1274.39,cassava
117,59,115,34.86,88.07,5.9,1165.41,cassava
83,64,91,28.4,92.91,6.79,1166.31,cassava
90,75,114,27.14,70.32,5.1,1267.86,cassava
66,66,69,27.02,89.81,6.49,1334.99,cassava
99,38,75,25.67,77.18,6.72,1358.49,cassava
78,74,138,34.45,71.28,6.83,1424.95,cassava
130,55,105,28.61,81.09,5.77,1684.62,cassava
74,75,114,32.8,81.36,6.99,1871.21,cassava
80,66,107,31.27,77.95,7.32,1059.72,cassava
137,30,132,27.86,75.61,7.51,1155.52,cassava
